20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;20.9
;;
20/08/2021 21:43;73.0;20.9
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:43;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:44;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
20/08/2021 21:45;73.0;21.0
;;
